order_id,customer_id,product,quantity,unit_price,order_date,region,status,total_amount
ORD01034,CUST0111,Tablet,3,1059.17,2025-04-07,East,Cancelled,3177.51
ORD00752,CUST0252,Laptop,3,1253.53,2025-03-19,North,Unknown,3760.59
ORD00342,CUST0053,Mouse,2,1113.76,2025-01-01,East,Completed,2227.52
ORD00472,CUST0079,Laptop,4,1078.13,2025-01-10,North,Completed,4312.52
ORD00769,CUST0276,Laptop,1,157.04,2025-02-24,East,Unknown,157.04
ORD00650,CUST0201,Keyboard,1,898.22,2025-06-01,East,Unknown,898.22
ORD01649,CUST0105,Keyboard,1,72.07,2025-07-25,South,Pending,72.07
ORD01387,CUST0158,Mouse,2,361.91,2025-02-22,North,Unknown,723.82
ORD00354,CUST0161,Charger,1,808.53,2025-07-17,West,Cancelled,808.53
ORD00502,CUST0036,Monitor,4,584.34,2025-01-28,South,Pending,2337.36
ORD01923,CUST0279,Charger,4,1024.31,2025-01-31,West,Unknown,4097.24
ORD00838,CUST0281,Charger,1,604.3,2025-02-15,East,Completed,604.3
ORD00018,CUST0273,Keyboard,2,993.03,2025-05-21,East,Pending,1986.06
ORD01970,CUST0233,Charger,1,835.16,2025-07-06,West,Completed,835.16
ORD01758,CUST0043,Mouse,1,132.64,2025-07-08,South,Pending,132.64
ORD00393,CUST0007,Charger,1,627.52,2025-02-07,North,Pending,627.52
ORD00526,CUST0256,Monitor,2,1105.79,2025-08-12,South,Pending,2211.58
ORD00352,CUST0067,Monitor,3,398.88,2025-03-22,South,Unknown,1196.64
ORD01017,CUST0162,Monitor,3,1000.97,2025-04-07,North,Cancelled,3002.91
ORD00831,CUST0254,Laptop,4,541.21,2025-07-01,West,Completed,2164.84
ORD01241,CUST0259,Tablet,4,92.92,2025-02-01,West,Completed,371.68
ORD00807,CUST0143,Keyboard,3,718.08,2025-04-05,North,Unknown,2154.24
ORD01871,CUST0259,Tablet,3,1487.22,2025-01-25,North,Completed,4461.66
ORD00055,CUST0055,Charger,2,272.07,2025-06-28,West,Completed,544.14
ORD00264,CUST0284,Charger,3,237.09,2025-03-26,West,Pending,711.27
ORD00102,CUST0297,Tablet,2,675.36,2025-05-04,East,Pending,1350.72
ORD00276,CUST0204,Mouse,3,252.05,2025-03-03,East,Completed,756.15
ORD00287,CUST0169,Tablet,3,651.62,2025-07-30,North,Pending,1954.86
ORD01117,CUST0040,Laptop,2,1168.9,2025-02-07,South,Completed,2337.8
ORD00250,CUST0118,Monitor,4,525.78,2025-03-12,South,Completed,2103.12
ORD01761,CUST0021,Laptop,2,1186.42,2025-08-18,East,Completed,2372.84
ORD00579,CUST0181,Webcam,5,1487.28,2025-03-25,West,Unknown,7436.4
ORD01975,CUST0277,Monitor,3,838.36,2025-03-20,West,Completed,2515.08
ORD00705,CUST0024,Keyboard,3,104.2,2025-03-12,East,Completed,312.6
ORD00345,CUST0027,Keyboard,2,1208.46,2025-01-12,North,Completed,2416.92
ORD01655,CUST0217,Webcam,1,427.17,2025-06-17,East,Completed,427.17
ORD00654,CUST0244,Mouse,3,723.19,2025-08-05,East,Cancelled,2169.57
ORD01170,CUST0202,Laptop,5,649.36,2025-08-29,West,Unknown,3246.8
ORD00575,CUST0137,Laptop,1,114.88,2025-03-19,South,Pending,114.88
ORD01846,CUST0300,Mouse,1,1035.06,2025-05-04,West,Pending,1035.06
ORD00061,CUST0295,Charger,4,18.79,2025-04-01,East,Completed,75.16
ORD01305,CUST0199,Charger,3,199.9,2025-06-28,South,Unknown,599.7
ORD00604,CUST0116,Keyboard,3,1346.79,2025-06-18,North,Unknown,4040.37
ORD00541,CUST0208,Mouse,1,251.38,2025-02-28,East,Unknown,251.38
ORD01945,CUST0014,Tablet,5,401.65,2025-04-09,East,Completed,2008.25
ORD00364,CUST0184,Tablet,5,1174.34,2025-03-30,North,Cancelled,5871.7
ORD01180,CUST0280,Laptop,2,787.41,2025-03-07,South,Pending,1574.82
ORD00211,CUST0145,Tablet,5,1324.69,2025-06-17,West,Cancelled,6623.45
ORD00282,CUST0045,Keyboard,4,678.78,2025-05-23,West,Completed,2715.12
ORD01459,CUST0192,Laptop,3,646.97,2025-04-08,North,Pending,1940.91
ORD01979,CUST0240,Tablet,1,177.64,2025-05-06,East,Cancelled,177.64
ORD00453,CUST0263,Headphones,1,826.23,2025-03-22,South,Pending,826.23
ORD01380,CUST0240,Webcam,3,850.02,2025-06-18,North,Cancelled,2550.06
ORD01677,CUST0250,Mouse,4,385.71,2025-01-24,South,Unknown,1542.84
ORD01823,CUST0290,Webcam,1,576.08,2025-06-09,South,Cancelled,576.08
ORD01620,CUST0173,Monitor,1,751.01,2025-02-10,East,Pending,751.01
ORD01021,CUST0205,Mouse,3,647.6,2025-08-27,South,Unknown,1942.8
ORD00716,CUST0113,Mouse,4,881.79,2025-01-14,South,Pending,3527.16
ORD00985,CUST0235,Monitor,1,990.36,2025-03-13,North,Cancelled,990.36
ORD01147,CUST0030,Monitor,1,1233.64,2025-01-03,East,Completed,1233.64
ORD01742,CUST0112,Webcam,1,678.05,2025-03-27,West,Cancelled,678.05
ORD00029,CUST0030,Laptop,5,720.41,2025-08-24,South,Completed,3602.05
ORD01623,CUST0158,Keyboard,3,949.38,2025-06-25,West,Pending,2848.14
ORD00624,CUST0256,Laptop,5,1325.23,2025-03-02,North,Unknown,6626.15
ORD00360,CUST0170,Mouse,1,1414.0,2025-01-13,North,Completed,1414.0
ORD01948,CUST0171,Monitor,3,1192.24,2025-01-23,South,Completed,3576.72
ORD01856,CUST0285,Laptop,3,942.11,2025-03-08,South,Pending,2826.33
ORD00225,CUST0251,Webcam,4,529.72,2025-08-28,East,Cancelled,2118.88
ORD00763,CUST0061,Monitor,2,1286.65,2025-02-06,South,Cancelled,2573.3
ORD00466,CUST0082,Charger,5,810.18,2025-01-24,South,Pending,4050.9
ORD01557,CUST0148,Laptop,5,1248.57,2025-02-18,East,Pending,6242.85
ORD01500,CUST0050,Webcam,5,401.67,2025-07-20,West,Unknown,2008.35
ORD01133,CUST0123,Headphones,2,816.94,2025-01-17,North,Completed,1633.88
ORD01444,CUST0234,Keyboard,1,1469.27,2025-03-10,East,Completed,1469.27
ORD00801,CUST0015,Headphones,3,991.42,2025-02-15,East,Completed,2974.26
ORD01628,CUST0262,Mouse,4,1127.79,2025-06-09,North,Pending,4511.16
ORD01516,CUST0261,Webcam,4,1003.8,2025-03-06,North,Completed,4015.2
ORD01189,CUST0063,Laptop,3,1035.56,2025-07-03,South,Completed,3106.68
ORD00187,CUST0043,Charger,1,651.6,2025-07-30,North,Cancelled,651.6
ORD01135,CUST0248,Laptop,1,478.72,2025-03-21,East,Cancelled,478.72
ORD00913,CUST0228,Mouse,3,1458.34,2025-04-07,East,Completed,4375.02
ORD00152,CUST0055,Monitor,4,887.42,2025-05-15,West,Cancelled,3549.68
ORD00216,CUST0077,Keyboard,3,1397.74,2025-03-23,West,Pending,4193.22
ORD00099,CUST0237,Mouse,1,1249.89,2025-05-08,East,Pending,1249.89
ORD01047,CUST0011,Charger,5,1228.02,2025-07-20,West,Completed,6140.1
ORD01232,CUST0237,Keyboard,4,1175.78,2025-08-02,North,Pending,4703.12
ORD01248,CUST0179,Charger,5,103.52,2025-06-17,East,Unknown,517.6
ORD01420,CUST0205,Headphones,1,803.67,2025-03-27,South,Pending,803.67
ORD01753,CUST0113,Monitor,4,1358.71,2025-08-26,South,Pending,5434.84
ORD00013,CUST0033,Charger,4,897.87,2025-04-30,East,Pending,3591.48
ORD00636,CUST0203,Laptop,2,299.08,2025-08-02,South,Completed,598.16
ORD01432,CUST0125,Tablet,2,404.12,2025-03-26,South,Completed,808.24
ORD00168,CUST0085,Tablet,1,622.18,2025-06-23,South,Completed,622.18
ORD00718,CUST0292,Laptop,3,213.39,2025-08-07,West,Completed,640.17
ORD01183,CUST0254,Charger,5,1420.06,2025-08-25,East,Pending,7100.3
ORD00189,CUST0181,Charger,3,962.81,2025-07-22,North,Unknown,2888.43
ORD01507,CUST0001,Mouse,3,1065.43,2025-06-21,South,Unknown,3196.29
ORD01560,CUST0110,Mouse,4,1425.45,2025-08-17,South,Cancelled,5701.8
ORD00044,CUST0236,Webcam,3,1232.6,2025-08-12,South,Completed,3697.8
ORD01129,CUST0233,Headphones,5,757.79,2025-07-01,West,Pending,3788.95
ORD00010,CUST0162,Monitor,1,753.85,2025-08-15,West,Pending,753.85
ORD01381,CUST0005,Keyboard,4,718.49,2025-03-28,North,Pending,2873.96
ORD00148,CUST0109,Keyboard,3,441.28,2025-01-31,West,Unknown,1323.84
ORD01612,CUST0124,Laptop,1,1336.93,2025-06-24,East,Pending,1336.93
ORD00390,CUST0018,Keyboard,1,1424.39,2025-04-25,South,Pending,1424.39
ORD01694,CUST0186,Monitor,3,615.52,2025-07-12,North,Cancelled,1846.56
ORD01317,CUST0041,Monitor,1,120.78,2025-02-10,East,Cancelled,120.78
ORD01003,CUST0179,Tablet,1,1035.85,2025-06-28,South,Completed,1035.85
ORD01550,CUST0091,Keyboard,4,55.21,2025-01-10,East,Completed,220.84
ORD01016,CUST0267,Headphones,4,715.12,2025-03-28,West,Cancelled,2860.48
ORD01759,CUST0078,Laptop,1,712.1,2025-01-09,East,Cancelled,712.1
ORD00758,CUST0040,Monitor,1,283.04,2025-01-25,East,Pending,283.04
ORD01964,CUST0189,Headphones,2,1425.06,2025-01-18,South,Pending,2850.12
ORD00471,CUST0110,Charger,1,316.31,2025-08-01,South,Completed,316.31
ORD00620,CUST0084,Mouse,1,180.11,2025-04-26,East,Completed,180.11
ORD00603,CUST0257,Headphones,1,942.43,2025-08-13,East,Completed,942.43
ORD00749,CUST0218,Charger,2,1254.91,2025-06-03,South,Pending,2509.82
ORD01600,CUST0155,Charger,2,1357.76,2025-04-08,North,Unknown,2715.52
ORD00639,CUST0182,Mouse,2,427.89,2025-01-08,West,Unknown,855.78
ORD00759,CUST0155,Headphones,1,1049.97,2025-04-03,North,Pending,1049.97
ORD00515,CUST0267,Headphones,1,1445.66,2025-01-15,South,Completed,1445.66
ORD01805,CUST0281,Monitor,1,650.29,2025-06-06,West,Pending,650.29
ORD01660,CUST0144,Headphones,1,723.97,2025-07-25,North,Unknown,723.97
ORD01847,CUST0014,Keyboard,3,476.14,2025-06-22,East,Pending,1428.42
ORD01196,CUST0025,Charger,3,1047.72,2025-04-27,East,Unknown,3143.16
ORD00937,CUST0254,Monitor,1,961.76,2025-06-27,West,Pending,961.76
ORD00026,CUST0277,Laptop,1,1390.29,2025-08-06,South,Completed,1390.29
ORD00659,CUST0208,Mouse,5,172.03,2025-07-28,East,Completed,860.15
ORD01498,CUST0208,Tablet,2,685.26,2025-03-09,West,Completed,1370.52
ORD01035,CUST0116,Laptop,2,1286.6,2025-07-06,East,Unknown,2573.2
ORD01253,CUST0129,Mouse,1,1271.73,2025-01-19,East,Cancelled,1271.73
ORD00116,CUST0129,Keyboard,1,154.77,2025-06-10,North,Cancelled,154.77
ORD00025,CUST0217,Keyboard,3,699.32,2025-08-12,West,Pending,2097.96
ORD00371,CUST0166,Laptop,1,230.09,2025-06-30,East,Completed,230.09
ORD00931,CUST0100,Keyboard,1,768.26,2025-04-01,West,Unknown,768.26
ORD01855,CUST0009,Keyboard,2,106.13,2025-03-10,North,Completed,212.26
ORD00612,CUST0008,Headphones,4,341.61,2025-06-21,East,Pending,1366.44
ORD01125,CUST0055,Mouse,4,1257.78,2025-08-11,North,Pending,5031.12
ORD00454,CUST0149,Webcam,1,207.68,2025-07-01,South,Pending,207.68
ORD00097,CUST0105,Headphones,5,205.21,2025-03-15,South,Completed,1026.05
ORD00591,CUST0287,Monitor,4,599.03,2025-05-27,North,Pending,2396.12
ORD01489,CUST0209,Laptop,5,571.78,2025-06-03,North,Pending,2858.9
ORD01488,CUST0136,Webcam,1,1177.07,2025-03-26,West,Completed,1177.07
ORD00100,CUST0248,Tablet,2,690.61,2025-02-07,South,Pending,1381.22
ORD01549,CUST0177,Mouse,1,1369.8,2025-06-03,North,Pending,1369.8
ORD01536,CUST0066,Mouse,5,1065.45,2025-05-18,North,Pending,5327.25
ORD01364,CUST0141,Tablet,4,75.44,2025-06-28,East,Cancelled,301.76
ORD00358,CUST0072,Mouse,1,101.89,2025-07-19,South,Pending,101.89
ORD01114,CUST0058,Tablet,2,1486.24,2025-02-27,East,Cancelled,2972.48
ORD01052,CUST0161,Webcam,5,811.93,2025-02-23,North,Unknown,4059.65
ORD01797,CUST0048,Keyboard,5,908.33,2025-08-07,East,Completed,4541.65
ORD01994,CUST0286,Charger,1,791.98,2025-08-25,East,Completed,791.98
ORD00829,CUST0085,Webcam,1,1491.9,2025-07-15,North,Unknown,1491.9
ORD00692,CUST0200,Headphones,2,1053.08,2025-08-20,North,Completed,2106.16
ORD01924,CUST0255,Monitor,4,782.23,2025-07-26,East,Completed,3128.92
ORD01957,CUST0187,Webcam,1,1263.95,2025-03-15,North,Pending,1263.95
ORD00978,CUST0064,Charger,2,125.6,2025-07-15,South,Cancelled,251.2
ORD00271,CUST0182,Headphones,4,127.74,2025-04-14,North,Pending,510.96
ORD00119,CUST0059,Tablet,1,219.73,2025-02-27,South,Unknown,219.73
ORD01638,CUST0145,Webcam,5,1137.17,2025-01-11,North,Unknown,5685.85
ORD00118,CUST0188,Headphones,2,392.89,2025-07-31,East,Cancelled,785.78
ORD01216,CUST0243,Charger,3,41.03,2025-03-09,South,Unknown,123.09
ORD01966,CUST0157,Mouse,1,571.96,2025-01-03,North,Pending,571.96
ORD00501,CUST0299,Keyboard,5,992.88,2025-03-09,South,Unknown,4964.4
ORD00934,CUST0075,Laptop,2,765.59,2025-08-02,East,Completed,1531.18
ORD01362,CUST0098,Charger,3,276.72,2025-07-11,South,Completed,830.16
ORD01893,CUST0100,Keyboard,2,171.45,2025-08-03,East,Pending,342.9
ORD01122,CUST0105,Laptop,3,841.98,2025-02-04,North,Cancelled,2525.94
ORD00165,CUST0270,Mouse,1,1008.98,2025-05-11,North,Cancelled,1008.98
ORD00856,CUST0284,Headphones,1,736.37,2025-05-05,North,Unknown,736.37
ORD01528,CUST0287,Keyboard,4,931.52,2025-01-20,North,Completed,3726.08
ORD01869,CUST0025,Monitor,2,894.04,2025-06-11,South,Completed,1788.08
ORD01864,CUST0272,Laptop,2,1098.86,2025-04-05,North,Unknown,2197.72
ORD00877,CUST0276,Webcam,4,1090.4,2025-07-09,North,Pending,4361.6
ORD00379,CUST0193,Mouse,4,1185.21,2025-05-28,East,Unknown,4740.84
ORD00064,CUST0043,Charger,2,1301.61,2025-02-16,East,Completed,2603.22
ORD01118,CUST0245,Mouse,1,870.99,2025-07-06,South,Completed,870.99
ORD00719,CUST0152,Keyboard,1,1429.61,2025-08-20,North,Pending,1429.61
ORD00295,CUST0170,Charger,1,25.72,2025-03-08,North,Unknown,25.72
ORD01679,CUST0232,Monitor,5,621.8,2025-01-03,South,Pending,3109.0
ORD00316,CUST0049,Keyboard,4,1378.97,2025-03-12,South,Unknown,5515.88
ORD00131,CUST0065,Charger,5,179.34,2025-01-17,West,Cancelled,896.7
ORD00861,CUST0242,Keyboard,5,318.74,2025-06-26,North,Unknown,1593.7
ORD00190,CUST0082,Laptop,2,1274.52,2025-06-23,North,Pending,2549.04
ORD00028,CUST0285,Tablet,2,292.95,2025-02-25,North,Unknown,585.9
ORD00954,CUST0169,Headphones,3,1120.36,2025-07-16,East,Cancelled,3361.08
ORD00833,CUST0289,Monitor,5,1497.03,2025-01-02,East,Pending,7485.15
ORD01258,CUST0271,Tablet,2,1250.28,2025-05-27,North,Cancelled,2500.56
ORD01307,CUST0224,Headphones,4,1053.17,2025-07-07,South,Pending,4212.68
ORD00790,CUST0241,Laptop,3,572.83,2025-04-10,North,Completed,1718.49
ORD00770,CUST0095,Tablet,1,1437.04,2025-02-16,West,Completed,1437.04
ORD01611,CUST0203,Headphones,5,624.3,2025-06-13,South,Completed,3121.5
ORD01201,CUST0300,Charger,1,675.7,2025-02-01,North,Pending,675.7
ORD00267,CUST0039,Laptop,1,624.46,2025-08-04,South,Completed,624.46
ORD01540,CUST0221,Keyboard,4,330.65,2025-04-26,North,Unknown,1322.6
ORD00076,CUST0142,Laptop,5,1422.61,2025-01-22,South,Completed,7113.05
ORD01478,CUST0226,Mouse,4,47.88,2025-08-11,East,Unknown,191.52
ORD01423,CUST0190,Laptop,1,906.0,2025-07-22,West,Pending,906.0
ORD00740,CUST0106,Laptop,1,482.25,2025-03-30,East,Completed,482.25
ORD01334,CUST0194,Charger,2,1229.26,2025-08-13,East,Completed,2458.52
ORD01953,CUST0068,Tablet,1,414.81,2025-02-03,East,Pending,414.81
ORD01796,CUST0187,Mouse,4,469.49,2025-03-18,North,Completed,1877.96
ORD01309,CUST0261,Headphones,1,356.07,2025-05-07,North,Pending,356.07
ORD01348,CUST0268,Webcam,5,1335.42,2025-05-25,South,Pending,6677.1
ORD01899,CUST0076,Charger,1,406.4,2025-07-20,West,Pending,406.4
ORD00181,CUST0035,Webcam,2,1102.08,2025-06-10,East,Pending,2204.16
ORD01627,CUST0294,Monitor,1,893.32,2025-03-02,West,Pending,893.32
ORD00739,CUST0090,Keyboard,2,364.48,2025-01-11,North,Pending,728.96
ORD00842,CUST0219,Mouse,1,774.88,2025-04-29,South,Unknown,774.88
ORD00377,CUST0172,Tablet,1,405.17,2025-03-05,North,Cancelled,405.17
ORD00684,CUST0035,Laptop,4,155.57,2025-01-27,West,Cancelled,622.28
ORD00024,CUST0051,Laptop,4,1095.04,2025-07-24,South,Pending,4380.16
ORD00347,CUST0125,Tablet,3,891.62,2025-05-07,South,Pending,2674.86
ORD01687,CUST0244,Charger,5,1379.72,2025-08-21,North,Completed,6898.6
ORD00596,CUST0057,Headphones,4,712.07,2025-03-26,South,Pending,2848.28
ORD01768,CUST0155,Monitor,4,987.71,2025-04-04,West,Pending,3950.84
ORD00009,CUST0029,Monitor,1,1209.52,2025-04-13,North,Pending,1209.52
ORD00229,CUST0120,Laptop,1,625.82,2025-07-03,North,Unknown,625.82
ORD00490,CUST0085,Keyboard,4,247.24,2025-05-25,South,Pending,988.96
ORD00214,CUST0061,Keyboard,1,596.92,2025-07-23,North,Cancelled,596.92
ORD00869,CUST0104,Tablet,4,1156.14,2025-01-02,East,Completed,4624.56
ORD01083,CUST0262,Keyboard,2,428.9,2025-01-30,South,Pending,857.8
ORD00450,CUST0222,Tablet,5,1173.81,2025-08-22,South,Pending,5869.05
ORD01483,CUST0034,Charger,1,458.03,2025-06-29,South,Unknown,458.03
ORD00016,CUST0192,Keyboard,5,1430.71,2025-08-25,North,Pending,7153.55
ORD01517,CUST0125,Tablet,2,890.72,2025-06-20,North,Unknown,1781.44
ORD00685,CUST0099,Laptop,1,932.9,2025-01-15,South,Pending,932.9
ORD01996,CUST0180,Charger,1,1217.59,2025-07-08,North,Pending,1217.59
ORD01981,CUST0028,Monitor,2,66.11,2025-01-12,East,Pending,132.22
ORD01492,CUST0050,Tablet,4,1125.59,2025-08-07,South,Pending,4502.36
ORD00547,CUST0244,Tablet,5,1402.94,2025-05-21,South,Unknown,7014.7
ORD01192,CUST0024,Headphones,4,187.7,2025-04-26,North,Cancelled,750.8
ORD00644,CUST0019,Tablet,4,1073.38,2025-05-14,North,Cancelled,4293.52
ORD00355,CUST0047,Keyboard,1,463.28,2025-06-30,North,Completed,463.28
ORD00780,CUST0168,Keyboard,3,936.73,2025-01-25,South,Pending,2810.19
ORD00208,CUST0137,Tablet,2,219.91,2025-01-13,West,Pending,439.82
ORD01377,CUST0300,Charger,2,811.54,2025-02-23,West,Cancelled,1623.08
ORD01671,CUST0097,Laptop,5,1201.9,2025-05-07,North,Unknown,6009.5
ORD01697,CUST0039,Charger,5,56.06,2025-01-17,North,Unknown,280.3
ORD01467,CUST0133,Headphones,5,1124.0,2025-01-06,North,Unknown,5620.0
ORD01095,CUST0258,Laptop,2,902.74,2025-06-28,East,Completed,1805.48
ORD01206,CUST0232,Monitor,4,290.05,2025-03-13,South,Unknown,1160.2
ORD00732,CUST0273,Headphones,4,935.22,2025-07-24,South,Completed,3740.88
ORD00443,CUST0010,Mouse,4,624.38,2025-05-23,North,Completed,2497.52
ORD01862,CUST0207,Monitor,1,1016.87,2025-03-29,South,Pending,1016.87
ORD01786,CUST0143,Mouse,3,1185.61,2025-04-01,West,Pending,3556.83
ORD00537,CUST0131,Tablet,1,153.49,2025-07-10,East,Cancelled,153.49
ORD00349,CUST0001,Charger,1,1093.55,2025-01-27,North,Pending,1093.55
ORD00689,CUST0136,Keyboard,4,113.4,2025-08-26,North,Completed,453.6
ORD00404,CUST0110,Monitor,1,345.42,2025-02-22,South,Completed,345.42
ORD00363,CUST0215,Monitor,1,1328.13,2025-05-15,South,Pending,1328.13
ORD00027,CUST0206,Laptop,2,574.67,2025-04-10,East,Completed,1149.34
ORD01533,CUST0291,Monitor,4,287.23,2025-05-13,West,Unknown,1148.92
ORD01207,CUST0053,Keyboard,4,1315.53,2025-07-10,South,Completed,5262.12
ORD00178,CUST0256,Laptop,1,777.91,2025-03-03,South,Cancelled,777.91
ORD01989,CUST0236,Charger,4,1131.46,2025-02-05,North,Pending,4525.84
ORD01708,CUST0254,Tablet,5,879.54,2025-03-12,North,Completed,4397.7
ORD00984,CUST0119,Monitor,1,541.3,2025-02-14,West,Unknown,541.3
ORD00743,CUST0227,Webcam,1,177.35,2025-05-03,South,Unknown,177.35
ORD00253,CUST0120,Webcam,5,900.9,2025-06-22,South,Cancelled,4504.5
ORD00415,CUST0299,Mouse,4,1335.24,2025-05-09,East,Unknown,5340.96
ORD00554,CUST0149,Mouse,1,688.46,2025-04-26,South,Pending,688.46
ORD00194,CUST0110,Headphones,1,1375.55,2025-05-06,North,Pending,1375.55
ORD01172,CUST0134,Keyboard,3,313.61,2025-01-24,West,Completed,940.83
ORD00735,CUST0068,Tablet,3,635.99,2025-07-08,North,Cancelled,1907.97
ORD01075,CUST0252,Monitor,1,798.35,2025-08-19,West,Completed,798.35
ORD00446,CUST0175,Webcam,1,1447.01,2025-03-16,North,Cancelled,1447.01
ORD00821,CUST0106,Monitor,3,1092.8,2025-02-18,South,Completed,3278.4
ORD01682,CUST0149,Webcam,4,173.42,2025-02-09,South,Completed,693.68
ORD01190,CUST0120,Mouse,4,432.59,2025-02-24,South,Completed,1730.36
ORD01941,CUST0069,Headphones,4,1247.16,2025-02-26,North,Pending,4988.64
ORD00452,CUST0128,Headphones,4,1445.75,2025-03-17,East,Pending,5783.0
ORD01434,CUST0019,Keyboard,2,787.45,2025-01-07,East,Pending,1574.9
ORD00465,CUST0252,Webcam,1,1178.21,2025-03-23,South,Pending,1178.21
ORD00717,CUST0199,Webcam,2,692.03,2025-02-19,East,Cancelled,1384.06
ORD00459,CUST0288,Charger,2,771.27,2025-07-23,East,Unknown,1542.54
ORD01409,CUST0213,Keyboard,3,407.91,2025-06-03,East,Completed,1223.73
ORD00979,CUST0111,Laptop,1,803.13,2025-04-24,North,Unknown,803.13
ORD01449,CUST0253,Keyboard,3,765.87,2025-05-12,South,Cancelled,2297.61
ORD01345,CUST0054,Charger,1,125.48,2025-02-02,South,Pending,125.48
ORD00370,CUST0001,Webcam,5,310.18,2025-02-03,South,Pending,1550.9
ORD00485,CUST0185,Keyboard,1,1102.13,2025-08-13,West,Completed,1102.13
ORD00708,CUST0244,Keyboard,2,223.2,2025-03-11,West,Completed,446.4
ORD01654,CUST0001,Headphones,4,578.32,2025-05-26,North,Completed,2313.28
ORD00308,CUST0005,Tablet,2,300.74,2025-04-09,North,Unknown,601.48
ORD00286,CUST0254,Monitor,4,169.39,2025-03-19,West,Cancelled,677.56
ORD00652,CUST0240,Mouse,4,472.48,2025-06-14,East,Completed,1889.92
ORD01703,CUST0218,Monitor,5,1336.92,2025-02-05,East,Pending,6684.6
ORD01766,CUST0061,Keyboard,1,1497.36,2025-02-02,South,Completed,1497.36
ORD01633,CUST0217,Laptop,3,398.87,2025-02-06,North,Completed,1196.61
ORD01284,CUST0293,Charger,1,927.17,2025-04-03,South,Cancelled,927.17
ORD01330,CUST0181,Mouse,1,83.33,2025-02-23,North,Pending,83.33
ORD01462,CUST0193,Laptop,1,93.61,2025-03-29,North,Cancelled,93.61
ORD00658,CUST0294,Tablet,1,892.32,2025-04-29,North,Completed,892.32
ORD00811,CUST0209,Laptop,3,1301.0,2025-07-30,West,Unknown,3903.0
ORD00700,CUST0268,Tablet,1,1306.6,2025-05-18,South,Pending,1306.6
ORD01972,CUST0112,Keyboard,1,495.48,2025-02-14,North,Pending,495.48
ORD00694,CUST0247,Mouse,5,807.6,2025-04-02,South,Cancelled,4038.0
ORD00747,CUST0219,Webcam,4,565.52,2025-03-14,East,Cancelled,2262.08
ORD00673,CUST0241,Webcam,4,535.84,2025-07-24,East,Pending,2143.36
ORD01287,CUST0041,Headphones,5,831.66,2025-01-17,South,Cancelled,4158.3
ORD00098,CUST0123,Keyboard,3,830.75,2025-05-22,North,Pending,2492.25
ORD01385,CUST0154,Monitor,5,1130.26,2025-02-03,East,Completed,5651.3
ORD00798,CUST0223,Charger,3,1291.68,2025-08-22,South,Pending,3875.04
ORD00140,CUST0160,Webcam,1,871.1,2025-02-24,South,Completed,871.1
ORD00836,CUST0138,Laptop,3,1454.96,2025-06-17,West,Cancelled,4364.88
ORD00972,CUST0123,Keyboard,3,1325.01,2025-05-18,South,Completed,3975.03
ORD01299,CUST0124,Tablet,1,1436.84,2025-04-15,North,Cancelled,1436.84
ORD01390,CUST0205,Webcam,3,1231.49,2025-07-06,North,Completed,3694.47
ORD01778,CUST0203,Headphones,1,800.81,2025-01-11,East,Completed,800.81
ORD00986,CUST0211,Headphones,5,754.37,2025-01-27,North,Pending,3771.85
ORD01211,CUST0222,Mouse,1,84.31,2025-03-05,South,Completed,84.31
ORD00803,CUST0204,Keyboard,2,176.78,2025-07-08,North,Pending,353.56
ORD00129,CUST0076,Laptop,3,1289.03,2025-02-07,North,Cancelled,3867.09
ORD00721,CUST0127,Monitor,3,657.03,2025-02-26,South,Pending,1971.09
ORD00701,CUST0073,Tablet,1,38.4,2025-08-21,North,Pending,38.4
ORD01998,CUST0073,Headphones,2,641.55,2025-04-02,East,Pending,1283.1
ORD01589,CUST0104,Keyboard,2,468.27,2025-01-17,North,Cancelled,936.54
ORD00523,CUST0196,Monitor,1,1054.75,2025-07-24,West,Cancelled,1054.75
ORD00265,CUST0173,Headphones,4,1450.1,2025-06-14,West,Completed,5800.4
ORD00167,CUST0277,Laptop,1,511.78,2025-07-16,South,Pending,511.78
ORD01051,CUST0128,Headphones,1,1419.86,2025-05-13,South,Pending,1419.86
ORD01632,CUST0062,Headphones,1,100.24,2025-08-15,North,Pending,100.24
ORD00664,CUST0184,Mouse,3,1299.86,2025-03-02,South,Pending,3899.58
ORD00632,CUST0270,Webcam,2,925.29,2025-05-08,South,Unknown,1850.58
ORD01688,CUST0101,Tablet,1,1494.82,2025-04-06,East,Completed,1494.82
ORD01592,CUST0144,Monitor,1,999.16,2025-02-07,North,Completed,999.16
ORD01702,CUST0123,Monitor,3,1458.79,2025-02-19,North,Unknown,4376.37
ORD00949,CUST0232,Monitor,4,335.7,2025-04-19,North,Pending,1342.8
ORD00433,CUST0184,Tablet,5,409.78,2025-07-07,East,Cancelled,2048.9
ORD01188,CUST0166,Charger,2,543.04,2025-01-19,South,Cancelled,1086.08
ORD01523,CUST0167,Tablet,1,1486.55,2025-03-09,South,Pending,1486.55
ORD00069,CUST0014,Headphones,5,1019.25,2025-04-07,South,Pending,5096.25
ORD00971,CUST0222,Tablet,4,1367.14,2025-02-16,North,Completed,5468.56
ORD00703,CUST0055,Mouse,4,896.52,2025-06-07,North,Pending,3586.08
ORD01229,CUST0113,Laptop,4,1400.07,2025-03-05,South,Completed,5600.28
