order_id,customer_id,product,quantity,unit_price,order_date,region,status
ORD00654,CUST0244,Mouse,3 ,723.19,2025-08-05,East,Cancelled
ORD01170,CUST0202,Laptop,5,649.36,08-29-2025,West,
ORD00575,CUST0137,Laptop,,114.88,2025-03-19,South,PENDING
ORD01846,CUST0300,Mouse,1 ,1035.06,2025-05-04,West,PENDING
ORD00061,CUST0295,Charger,4,18.79,01/04/2025, East ,completed
ORD01305,CUST0199,Charger,3,199.9,06-28-2025,South,
ORD00604,CUST0116,Keyboard,3,1346.79,2025-06-18,North,
ORD00541,CUST0208,Mouse,1,251.38,28/02/2025,East,
ORD01945,CUST0014,Tablet,5,401.65,04-09-2025,East,Completed
ORD00364,CUST0184,Tablet,5,1174.34,03-30-2025,north,Cancelled
ORD01180,CUST0280,Laptop,2 ,787.41,2025-03-07,South,PENDING
ORD00211,CUST0145,Tablet,5,1324.69,06-17-2025,West,Cancelled
ORD00282,CUST0045,Keyboard,4,678.78,05-23-2025,West,Completed
ORD01459,CUST0192,Laptop,3,646.97,08/04/2025,north,PENDING
ORD01979,CUST0240,Tablet,,177.64,05-06-2025, East ,Cancelled
ORD00453,CUST0263,Headphones,,826.23,03-22-2025,SOUTH,PENDING
ORD01380,CUST0240,Webcam,3,850.02,06-18-2025,North,Cancelled
ORD01677,CUST0250,Mouse,4,385.71,2025-01-24,South,
ORD01823,CUST0290,Webcam,1,576.08,2025-06-09,South,Cancelled
ORD01620,CUST0173,Monitor,1,751.01,10/02/2025, East ,PENDING
ORD01021,CUST0205,Mouse,3,647.6,27/08/2025,SOUTH,
ORD00716,CUST0113,Mouse,4,881.79,14/01/2025,South,Pending
ORD00985,CUST0235,Monitor,1,990.36,03-13-2025,north,Cancelled
ORD00325,,Tablet,1,207.72,02-27-2025,SOUTH,completed
ORD01147,CUST0030,Monitor,,1233.64,2025-01-03, East ,Completed
ORD01742,CUST0112,Webcam,1,678.05,03-27-2025,West,Cancelled
ORD00029,CUST0030,Laptop,5 ,720.41,08-24-2025,South,Completed
ORD01623,CUST0158,Keyboard,3 ,949.38,06-25-2025,West,PENDING
ORD00624,CUST0256,Laptop,5,1325.23,2025-03-02,north,
ORD00360,CUST0170,Mouse,1,1414.0,2025-01-13,north,completed
ORD01948,CUST0171,Monitor,3,1192.24,23/01/2025,South,completed
ORD01856,CUST0285,Laptop,3,942.11,03-08-2025,South,PENDING
ORD00225,CUST0251,Webcam,4,529.72,08-28-2025,East,Cancelled
ORD00763,CUST0061,Monitor,2 ,1286.65,02-06-2025,South,Cancelled
ORD00466,CUST0082,Charger,5,810.18,24/01/2025,South,Pending
ORD01557,CUST0148,Laptop,5,1248.57,2025-02-18,East,PENDING
ORD01500,CUST0050,Webcam,5,401.67,20/07/2025,West,
ORD01133,CUST0123,Headphones,2,816.94,2025-01-17,north,Completed
ORD01444,CUST0234,Keyboard,1,1469.27,03-10-2025,East,Completed
ORD00801,CUST0015,Headphones,3,991.42,02-15-2025, East ,Completed
ORD01628,CUST0262,Mouse,4,1127.79,09/06/2025,North,PENDING
ORD01516,CUST0261,Webcam,4,1003.8,06/03/2025,North,Completed
ORD01189,CUST0063,Laptop,3,1035.56,03/07/2025,South,completed
ORD00187,CUST0043,Charger,1 ,651.6,2025-07-30,north,Cancelled
ORD00187,CUST0043,Charger,1 ,651.6,2025-07-30,north,Cancelled
ORD01135,CUST0248,Laptop,1,478.72,2025-03-21,East,Cancelled
ORD00913,CUST0228,Mouse,3,1458.34,04-07-2025,East,completed
ORD00152,CUST0055,Monitor,4,887.42,2025-05-15,West,Cancelled
ORD00216,CUST0077,Keyboard,3,1397.74,2025-03-23,West,PENDING
ORD00099,CUST0237,Mouse,,1249.89,05-08-2025,East,PENDING
ORD01047,CUST0011,Charger,5,1228.02,07-20-2025,West,Completed
ORD01232,CUST0237,Keyboard,4,1175.78,02/08/2025,North,Pending
ORD01248,CUST0179,Charger,5,103.52,2025-06-17,East,
ORD01420,CUST0205,Headphones,1 ,803.67,27/03/2025,SOUTH,Pending
ORD01753,CUST0113,Monitor,4,1358.71,2025-08-26,SOUTH,PENDING
ORD00013,CUST0033,Charger,4 ,897.87,04-30-2025,East,PENDING
ORD00636,CUST0203,Laptop,2,299.08,02/08/2025,SOUTH,completed
ORD01432,CUST0125,Tablet,2,404.12,03-26-2025,SOUTH,Completed
ORD00168,CUST0085,Tablet,1,622.18,06-23-2025,South,completed
ORD00718,CUST0292,Laptop,3,213.39,07/08/2025,West,completed
ORD01183,CUST0254,Charger,5,1420.06,2025-08-25,East,Pending
ORD00189,CUST0181,Charger,3,962.81,2025-07-22,North,
ORD01507,CUST0001,Mouse,3,1065.43,21/06/2025,South,
ORD01560,CUST0110,Mouse,4,1425.45,2025-08-17,SOUTH,Cancelled
ORD00044,CUST0236,Webcam,3,1232.6,2025-08-12,South,Completed
ORD01129,CUST0233,Headphones,5 ,757.79,2025-07-01,West,Pending
ORD00010,CUST0162,Monitor,,753.85,08-15-2025,West,Pending
ORD01381,CUST0005,Keyboard,4,718.49,03-28-2025,North,Pending
ORD00148,CUST0109,Keyboard,3 ,441.28,2025-01-31,West,
ORD01612,CUST0124,Laptop,,1336.93,24/06/2025,East,Pending
ORD00014,,Headphones,,516.86,17/03/2025,South,completed
ORD00390,CUST0018,Keyboard,1 ,1424.39,2025-04-25,South,Pending
ORD01694,CUST0186,Monitor,3 ,615.52,12/07/2025,North,Cancelled
ORD01317,CUST0041,Monitor,,120.78,02-10-2025,East,Cancelled
ORD01003,CUST0179,Tablet,,1035.85,2025-06-28,SOUTH,completed
ORD01550,CUST0091,Keyboard,4,55.21,01-10-2025, East ,Completed
ORD01016,CUST0267,Headphones,4,715.12,03-28-2025,West,Cancelled
ORD01759,CUST0078,Laptop,1,712.1,2025-01-09,East,Cancelled
ORD00758,CUST0040,Monitor,,283.04,01-25-2025, East ,Pending
ORD01964,CUST0189,Headphones,2,1425.06,01-18-2025,South,Pending
ORD00471,CUST0110,Charger,1,316.31,08-01-2025,SOUTH,completed
ORD00620,CUST0084,Mouse,1,180.11,04-26-2025,East,Completed
ORD00603,CUST0257,Headphones,1,942.43,13/08/2025, East ,Completed
ORD00749,CUST0218,Charger,2,1254.91,2025-06-03,South,Pending
ORD01600,CUST0155,Charger,2,1357.76,08/04/2025,North,
ORD00639,CUST0182,Mouse,2,427.89,08/01/2025,West,
ORD00759,CUST0155,Headphones,,1049.97,2025-04-03,north,PENDING
ORD00515,CUST0267,Headphones,,1445.66,2025-01-15,SOUTH,completed
ORD01805,CUST0281,Monitor,1,650.29,06-06-2025,West,Pending
ORD01660,CUST0144,Headphones,,723.97,25/07/2025,North,
ORD01847,CUST0014,Keyboard,3,476.14,2025-06-22, East ,PENDING
ORD01196,CUST0025,Charger,3 ,1047.72,27/04/2025, East ,
ORD00937,CUST0254,Monitor,1,961.76,2025-06-27,West,PENDING
ORD00026,CUST0277,Laptop,1,1390.29,2025-08-06,South,completed
ORD00659,CUST0208,Mouse,5,172.03,07-28-2025, East ,completed
ORD01498,CUST0208,Tablet,2,685.26,03-09-2025,West,Completed
ORD01035,CUST0116,Laptop,2,1286.6,06/07/2025,East,
ORD01253,CUST0129,Mouse,1,1271.73,19/01/2025, East ,Cancelled
ORD00116,CUST0129,Keyboard,,154.77,06-10-2025,North,Cancelled
ORD00025,CUST0217,Keyboard,3,699.32,2025-08-12,West,PENDING
ORD00371,CUST0166,Laptop,1,230.09,2025-06-30, East ,Completed
ORD00931,CUST0100,Keyboard,,768.26,01/04/2025,West,
ORD01855,CUST0009,Keyboard,2,106.13,2025-03-10,North,completed
ORD00612,CUST0008,Headphones,4,341.61,2025-06-21, East ,Pending
ORD01125,CUST0055,Mouse,4 ,1257.78,2025-08-11,North,Pending
ORD00454,CUST0149,Webcam,,207.68,07-01-2025,South,PENDING
ORD00097,CUST0105,Headphones,5,205.21,15/03/2025,SOUTH,completed
ORD00591,CUST0287,Monitor,4,599.03,2025-05-27,north,PENDING
ORD01489,CUST0209,Laptop,5 ,571.78,06-03-2025,north,Pending
ORD01488,CUST0136,Webcam,1 ,1177.07,2025-03-26,West,Completed
ORD00100,CUST0248,Tablet,2,690.61,07/02/2025,South,PENDING
ORD01549,CUST0177,Mouse,,1369.8,03/06/2025,north,Pending
ORD01536,CUST0066,Mouse,5,1065.45,18/05/2025,North,PENDING
ORD01364,CUST0141,Tablet,4,75.44,06-28-2025,East,Cancelled
ORD00358,CUST0072,Mouse,1,101.89,2025-07-19,South,Pending
ORD01114,CUST0058,Tablet,2,1486.24,2025-02-27,East,Cancelled
ORD01052,CUST0161,Webcam,5,811.93,02-23-2025,North,
ORD01797,CUST0048,Keyboard,5,908.33,2025-08-07,East,Completed
ORD01994,CUST0286,Charger,,791.98,25/08/2025, East ,Completed
ORD00829,CUST0085,Webcam,,1491.9,2025-07-15,north,
ORD00692,CUST0200,Headphones,2,1053.08,20/08/2025,north,Completed
ORD01924,CUST0255,Monitor,4 ,782.23,2025-07-26, East ,Completed
ORD01957,CUST0187,Webcam,,1263.95,2025-03-15,north,Pending
ORD00978,CUST0064,Charger,2,125.6,2025-07-15,SOUTH,Cancelled
ORD00271,CUST0182,Headphones,4,127.74,14/04/2025,north,Pending
ORD00119,CUST0059,Tablet,1,219.73,02-27-2025,SOUTH,
ORD01638,CUST0145,Webcam,5 ,1137.17,01-11-2025,North,
ORD00118,CUST0188,Headphones,2,392.89,31/07/2025, East ,Cancelled
ORD01216,CUST0243,Charger,3 ,41.03,2025-03-09,South,
ORD01966,CUST0157,Mouse,1,571.96,2025-01-03,north,Pending
ORD00501,CUST0299,Keyboard,5,992.88,2025-03-09,SOUTH,
ORD00934,CUST0075,Laptop,2,765.59,08-02-2025, East ,Completed
ORD01362,CUST0098,Charger,3,276.72,2025-07-11,South,completed
ORD01893,CUST0100,Keyboard,2,171.45,2025-08-03,East,Pending
ORD01122,CUST0105,Laptop,3,841.98,2025-02-04,North,Cancelled
ORD00165,CUST0270,Mouse,,1008.98,11/05/2025,North,Cancelled
ORD00856,CUST0284,Headphones,1,736.37,05-05-2025,north,
ORD01528,CUST0287,Keyboard,4,931.52,2025-01-20,North,Completed
ORD01869,CUST0025,Monitor,2,894.04,06-11-2025,South,completed
ORD01864,CUST0272,Laptop,2,1098.86,2025-04-05,north,
ORD00877,CUST0276,Webcam,4 ,1090.4,2025-07-09,north,PENDING
ORD00379,CUST0193,Mouse,4,1185.21,05-28-2025, East ,
ORD00064,CUST0043,Charger,2,1301.61,2025-02-16,East,completed
ORD01118,CUST0245,Mouse,1 ,870.99,06/07/2025,South,Completed
ORD00719,CUST0152,Keyboard,,1429.61,2025-08-20,north,PENDING
ORD00295,CUST0170,Charger,1,25.72,2025-03-08,north,
ORD01679,CUST0232,Monitor,5,621.8,01-03-2025,South,PENDING
ORD00316,CUST0049,Keyboard,4,1378.97,03-12-2025,South,
ORD00131,CUST0065,Charger,5 ,179.34,17/01/2025,West,Cancelled
ORD00861,CUST0242,Keyboard,5,318.74,06-26-2025,North,
ORD00190,CUST0082,Laptop,2,1274.52,23/06/2025,North,Pending
ORD00028,CUST0285,Tablet,2,292.95,2025-02-25,north,
ORD00900,CUST0031,Webcam,2,50.49,15/01/2025,West,Completed
ORD00954,CUST0169,Headphones,3,1120.36,07-16-2025, East ,Cancelled
ORD00833,CUST0289,Monitor,5,1497.03,01-02-2025, East ,PENDING
ORD01258,CUST0271,Tablet,2,1250.28,27/05/2025,north,Cancelled
ORD01307,CUST0224,Headphones,4,1053.17,2025-07-07,SOUTH,PENDING
ORD00790,CUST0241,Laptop,3 ,572.83,10/04/2025,north,Completed
ORD00770,CUST0095,Tablet,,1437.04,16/02/2025,West,completed
ORD01611,CUST0203,Headphones,5,624.3,13/06/2025,South,completed
ORD01201,CUST0300,Charger,,675.7,02-01-2025,north,Pending
ORD00267,CUST0039,Laptop,1 ,624.46,08-04-2025,South,Completed
ORD00916,,Laptop,3,744.33,06-30-2025,north,Pending
ORD01540,CUST0221,Keyboard,4,330.65,26/04/2025,north,
ORD00076,CUST0142,Laptop,5,1422.61,2025-01-22,SOUTH,completed
ORD01478,CUST0226,Mouse,4 ,47.88,08-11-2025, East ,
ORD01423,CUST0190,Laptop,,906.0,07-22-2025,West,PENDING
ORD00906,,Laptop,4,1442.06,08/06/2025,SOUTH,Pending
ORD00740,CUST0106,Laptop,,482.25,2025-03-30,East,completed
ORD01334,CUST0194,Charger,2,1229.26,13/08/2025, East ,Completed
ORD01953,CUST0068,Tablet,1,414.81,2025-02-03, East ,PENDING
ORD01796,CUST0187,Mouse,4,469.49,18/03/2025,North,Completed
ORD01309,CUST0261,Headphones,1,356.07,07/05/2025,North,PENDING
ORD01348,CUST0268,Webcam,5,1335.42,05-25-2025,South,Pending
ORD01816,,Tablet,4,411.76,2025-05-03,West,Pending
ORD01899,CUST0076,Charger,,406.4,07-20-2025,West,PENDING
ORD00181,CUST0035,Webcam,2,1102.08,2025-06-10, East ,PENDING
ORD01627,CUST0294,Monitor,,893.32,2025-03-02,West,PENDING
ORD00739,CUST0090,Keyboard,2,364.48,11/01/2025,north,Pending
ORD00842,CUST0219,Mouse,1,774.88,04-29-2025,South,
ORD00377,CUST0172,Tablet,1 ,405.17,03-05-2025,North,Cancelled
ORD00684,CUST0035,Laptop,4,155.57,01-27-2025,West,Cancelled
ORD00024,CUST0051,Laptop,4,1095.04,2025-07-24,South,Pending
ORD00347,CUST0125,Tablet,3,891.62,2025-05-07,SOUTH,PENDING
ORD01687,CUST0244,Charger,5,1379.72,2025-08-21,North,Completed
ORD00596,CUST0057,Headphones,4,712.07,2025-03-26,SOUTH,PENDING
ORD01768,CUST0155,Monitor,4 ,987.71,2025-04-04,West,Pending
ORD00009,CUST0029,Monitor,1,1209.52,13/04/2025,North,Pending
ORD00229,CUST0120,Laptop,1 ,625.82,03/07/2025,North,
ORD00490,CUST0085,Keyboard,4,247.24,05-25-2025,SOUTH,Pending
ORD00214,CUST0061,Keyboard,1,596.92,23/07/2025,north,Cancelled
ORD00869,CUST0104,Tablet,4,1156.14,2025-01-02, East ,completed
ORD01083,CUST0262,Keyboard,2,428.9,30/01/2025,SOUTH,Pending
ORD00450,CUST0222,Tablet,5,1173.81,2025-08-22,SOUTH,PENDING
ORD01483,CUST0034,Charger,,458.03,2025-06-29,SOUTH,
ORD00016,CUST0192,Keyboard,5 ,1430.71,08-25-2025,North,PENDING
ORD01517,CUST0125,Tablet,2,890.72,20/06/2025,North,
ORD01830,,Webcam,1,142.18,2025-05-30,north,Cancelled
ORD00685,CUST0099,Laptop,1,932.9,01-15-2025,SOUTH,Pending
ORD01996,CUST0180,Charger,1,1217.59,07-08-2025,North,Pending
ORD01981,CUST0028,Monitor,2,66.11,12/01/2025, East ,PENDING
ORD01492,CUST0050,Tablet,4 ,1125.59,08-07-2025,South,Pending
ORD00547,CUST0244,Tablet,5,1402.94,21/05/2025,South,
ORD01192,CUST0024,Headphones,4,187.7,2025-04-26,north,Cancelled
ORD00644,CUST0019,Tablet,4,1073.38,2025-05-14,North,Cancelled
ORD00355,CUST0047,Keyboard,,463.28,06-30-2025,north,Completed
ORD00780,CUST0168,Keyboard,3,936.73,2025-01-25,SOUTH,PENDING
ORD00208,CUST0137,Tablet,2,219.91,13/01/2025,West,PENDING
ORD01377,CUST0300,Charger,2,811.54,02-23-2025,West,Cancelled
ORD01671,CUST0097,Laptop,5,1201.9,2025-05-07,North,
ORD01697,CUST0039,Charger,5 ,56.06,01-17-2025,North,
ORD00417,,Mouse,4,505.62,15/02/2025,SOUTH,Completed
ORD01467,CUST0133,Headphones,5,1124.0,2025-01-06,North,
ORD01095,CUST0258,Laptop,2 ,902.74,2025-06-28,East,Completed
ORD01206,CUST0232,Monitor,4,290.05,13/03/2025,South,
ORD00732,CUST0273,Headphones,4,935.22,07-24-2025,SOUTH,Completed
ORD00443,CUST0010,Mouse,4,624.38,05-23-2025,North,Completed
ORD01862,CUST0207,Monitor,,1016.87,03-29-2025,SOUTH,Pending
ORD01786,CUST0143,Mouse,3,1185.61,2025-04-01,West,Pending
ORD00537,CUST0131,Tablet,,153.49,10/07/2025,East,Cancelled
ORD00349,CUST0001,Charger,,1093.55,2025-01-27,north,Pending
ORD00689,CUST0136,Keyboard,4,113.4,2025-08-26,north,completed
ORD00404,CUST0110,Monitor,,345.42,22/02/2025,SOUTH,completed
ORD00363,CUST0215,Monitor,,1328.13,2025-05-15,SOUTH,PENDING
ORD00027,CUST0206,Laptop,2,574.67,10/04/2025, East ,completed
ORD01533,CUST0291,Monitor,4,287.23,05-13-2025,West,
ORD01207,CUST0053,Keyboard,4,1315.53,2025-07-10,South,Completed
ORD00178,CUST0256,Laptop,,777.91,03-03-2025,South,Cancelled
ORD01989,CUST0236,Charger,4,1131.46,2025-02-05,North,PENDING
ORD01708,CUST0254,Tablet,5 ,879.54,03-12-2025,north,completed
ORD00984,CUST0119,Monitor,1,541.3,2025-02-14,West,
ORD00743,CUST0227,Webcam,,177.35,2025-05-03,South,
ORD00253,CUST0120,Webcam,5,900.9,22/06/2025,South,Cancelled
ORD00415,CUST0299,Mouse,4,1335.24,2025-05-09, East ,
ORD00559,CUST0128,Charger,4,378.27,2025-01-09,West,
ORD00554,CUST0149,Mouse,,688.46,26/04/2025,SOUTH,PENDING
ORD00194,CUST0110,Headphones,,1375.55,2025-05-06,North,Pending
ORD01172,CUST0134,Keyboard,3,313.61,2025-01-24,West,Completed
ORD00735,CUST0068,Tablet,3 ,635.99,07-08-2025,North,Cancelled
ORD01075,CUST0252,Monitor,1 ,798.35,2025-08-19,West,Completed
ORD00446,CUST0175,Webcam,,1447.01,03-16-2025,north,Cancelled
ORD00821,CUST0106,Monitor,3 ,1092.8,18/02/2025,South,completed
ORD01682,CUST0149,Webcam,4 ,173.42,2025-02-09,South,completed
ORD01190,CUST0120,Mouse,4,432.59,02-24-2025,South,Completed
ORD01941,CUST0069,Headphones,4,1247.16,2025-02-26,north,PENDING
ORD00452,CUST0128,Headphones,4,1445.75,17/03/2025, East ,Pending
ORD01434,CUST0019,Keyboard,2,787.45,2025-01-07,East,PENDING
ORD00465,CUST0252,Webcam,1,1178.21,03-23-2025,South,Pending
ORD00717,CUST0199,Webcam,2 ,692.03,02-19-2025,East,Cancelled
ORD00459,CUST0288,Charger,2,771.27,07-23-2025,East,
ORD01409,CUST0213,Keyboard,3 ,407.91,06-03-2025,East,Completed
ORD00979,CUST0111,Laptop,,803.13,04-24-2025,North,
ORD01449,CUST0253,Keyboard,3,765.87,12/05/2025,SOUTH,Cancelled
ORD01345,CUST0054,Charger,,125.48,2025-02-02,South,PENDING
ORD00370,CUST0001,Webcam,5,310.18,03/02/2025,SOUTH,Pending
ORD00485,CUST0185,Keyboard,,1102.13,13/08/2025,West,completed
ORD00708,CUST0244,Keyboard,2,223.2,03-11-2025,West,completed
ORD01654,CUST0001,Headphones,4,578.32,2025-05-26,North,Completed
ORD00308,CUST0005,Tablet,2,300.74,04-09-2025,north,
ORD00286,CUST0254,Monitor,4,169.39,2025-03-19,West,Cancelled
ORD00652,CUST0240,Mouse,4,472.48,06-14-2025, East ,completed
ORD01703,CUST0218,Monitor,5,1336.92,02-05-2025,East,Pending
ORD01766,CUST0061,Keyboard,1,1497.36,2025-02-02,SOUTH,Completed
ORD01633,CUST0217,Laptop,3,398.87,06/02/2025,North,Completed
ORD01284,CUST0293,Charger,1,927.17,03/04/2025,SOUTH,Cancelled
ORD01330,CUST0181,Mouse,,83.33,23/02/2025,north,Pending
ORD01462,CUST0193,Laptop,1,93.61,29/03/2025,north,Cancelled
ORD00658,CUST0294,Tablet,1,892.32,29/04/2025,north,Completed
ORD00811,CUST0209,Laptop,3,1301.0,30/07/2025,West,
ORD00700,CUST0268,Tablet,,1306.6,2025-05-18,SOUTH,PENDING
ORD01972,CUST0112,Keyboard,1,495.48,2025-02-14,north,PENDING
ORD00694,CUST0247,Mouse,5,807.6,02/04/2025,SOUTH,Cancelled
ORD00747,CUST0219,Webcam,4,565.52,14/03/2025,East,Cancelled
ORD00673,CUST0241,Webcam,4,535.84,24/07/2025,East,Pending
ORD01287,CUST0041,Headphones,5,831.66,17/01/2025,South,Cancelled
ORD00098,CUST0123,Keyboard,3,830.75,22/05/2025,North,Pending
ORD01385,CUST0154,Monitor,5,1130.26,02-03-2025,East,Completed
ORD01576,,Mouse,2,1145.64,01-10-2025,north,Completed
ORD00798,CUST0223,Charger,3,1291.68,2025-08-22,SOUTH,Pending
ORD00140,CUST0160,Webcam,1 ,871.1,2025-02-24,SOUTH,completed
ORD00836,CUST0138,Laptop,3,1454.96,06-17-2025,West,Cancelled
ORD00972,CUST0123,Keyboard,3,1325.01,18/05/2025,SOUTH,Completed
ORD01299,CUST0124,Tablet,,1436.84,15/04/2025,North,Cancelled
ORD01390,CUST0205,Webcam,3,1231.49,06/07/2025,north,completed
ORD01778,CUST0203,Headphones,1 ,800.81,2025-01-11, East ,completed
ORD00986,CUST0211,Headphones,5,754.37,01-27-2025,north,PENDING
ORD01211,CUST0222,Mouse,,84.31,2025-03-05,South,Completed
ORD00803,CUST0204,Keyboard,2,176.78,07-08-2025,North,PENDING
ORD00129,CUST0076,Laptop,3 ,1289.03,2025-02-07,north,Cancelled
ORD00721,CUST0127,Monitor,3,657.03,02-26-2025,South,PENDING
ORD00701,CUST0073,Tablet,,38.4,08-21-2025,North,Pending
ORD01998,CUST0073,Headphones,2,641.55,04-02-2025,East,PENDING
ORD01589,CUST0104,Keyboard,2,468.27,17/01/2025,north,Cancelled
ORD00523,CUST0196,Monitor,,1054.75,24/07/2025,West,Cancelled
ORD00265,CUST0173,Headphones,4,1450.1,06-14-2025,West,completed
ORD00167,CUST0277,Laptop,,511.78,07-16-2025,South,PENDING
ORD01051,CUST0128,Headphones,1,1419.86,13/05/2025,SOUTH,PENDING
ORD01632,CUST0062,Headphones,,100.24,2025-08-15,north,PENDING
ORD00664,CUST0184,Mouse,3,1299.86,02/03/2025,SOUTH,PENDING
ORD00632,CUST0270,Webcam,2,925.29,05-08-2025,SOUTH,
ORD00499,,Headphones,2,779.79,04-14-2025,north,
ORD01688,CUST0101,Tablet,,1494.82,04-06-2025,East,completed
ORD01592,CUST0144,Monitor,1,999.16,07/02/2025,North,Completed
ORD01702,CUST0123,Monitor,3,1458.79,19/02/2025,north,
ORD00949,CUST0232,Monitor,4,335.7,19/04/2025,north,Pending
ORD00433,CUST0184,Tablet,5,409.78,2025-07-07,East,Cancelled
ORD01188,CUST0166,Charger,2,543.04,2025-01-19,SOUTH,Cancelled
ORD01523,CUST0167,Tablet,,1486.55,2025-03-09,South,PENDING
ORD00069,CUST0014,Headphones,5,1019.25,07/04/2025,SOUTH,Pending
ORD00971,CUST0222,Tablet,4,1367.14,02-16-2025,north,Completed
ORD00703,CUST0055,Mouse,4,896.52,2025-06-07,North,Pending
ORD01229,CUST0113,Laptop,4,1400.07,03-05-2025,SOUTH,completed
ORD01837,CUST0137,Webcam,4,244.52,06-02-2025,SOUTH,PENDING
ORD00574,CUST0041,Tablet,,100.44,05-23-2025,West,Cancelled
ORD00335,CUST0204,Headphones,,1071.82,16/07/2025,West,
ORD00339,CUST0006,Keyboard,4,1429.99,05-14-2025, East ,
ORD00883,CUST0127,Mouse,3,779.51,19/02/2025,West,Completed
ORD00665,CUST0196,Charger,4,658.43,02-24-2025,South,completed
ORD00384,CUST0079,Laptop,3,15.69,23/01/2025, East ,
ORD00968,CUST0104,Laptop,2,674.14,31/07/2025,north,Pending
ORD00056,CUST0063,Tablet,2,1204.11,06-20-2025,north,PENDING
ORD01295,CUST0298,Webcam,2,574.47,2025-05-30,SOUTH,
ORD01779,CUST0025,Mouse,3,807.53,08-19-2025,West,Completed
ORD00730,CUST0298,Monitor,,1143.72,24/03/2025,East,PENDING
ORD01574,CUST0163,Laptop,1,1030.3,04-15-2025,north,Completed
ORD01961,CUST0218,Keyboard,,159.55,19/03/2025, East ,PENDING
ORD01725,CUST0048,Laptop,3,128.09,27/08/2025,West,Pending
ORD00171,CUST0071,Headphones,1,965.36,12/08/2025,north,Completed
ORD00174,CUST0042,Webcam,2,52.0,2025-08-27, East ,
ORD00994,CUST0252,Mouse,2,87.64,2025-02-06,South,Completed
ORD00327,CUST0161,Webcam,3,214.32,2025-07-18,SOUTH,
ORD00504,CUST0061,Mouse,4,992.49,08-19-2025,north,Completed
ORD01103,CUST0009,Mouse,,1121.2,04-08-2025,East,
ORD00410,CUST0072,Laptop,,751.09,17/03/2025,West,completed
ORD01988,CUST0059,Keyboard,4 ,82.14,02-08-2025,South,Completed
ORD00298,CUST0234,Monitor,5,729.56,2025-05-02,West,
ORD01529,CUST0208,Headphones,2 ,1076.67,17/05/2025,West,Pending
ORD00863,CUST0184,Headphones,3 ,1018.62,02-14-2025,North,Completed
ORD01174,CUST0096,Monitor,,1347.88,2025-03-18,north,Pending
ORD01278,CUST0154,Mouse,1,425.85,06/06/2025,West,Completed
ORD01398,CUST0273,Charger,,129.21,02/01/2025,SOUTH,PENDING
ORD00766,CUST0006,Mouse,1 ,1380.95,02-22-2025,South,Pending
ORD00672,CUST0040,Headphones,5,88.63,03-29-2025, East ,Completed
ORD00649,CUST0174,Tablet,1 ,203.81,05-01-2025,North,Completed
ORD01072,CUST0149,Headphones,4,447.38,2025-02-24,SOUTH,
ORD01727,CUST0294,Keyboard,3,826.43,2025-04-19,South,Completed
ORD00726,CUST0238,Laptop,,115.34,08-17-2025,East,PENDING
ORD01582,CUST0205,Keyboard,,799.61,2025-03-04,SOUTH,Pending
ORD01887,CUST0271,Keyboard,4 ,78.72,03-01-2025,East,PENDING
ORD00748,CUST0045,Monitor,,1332.83,09/07/2025, East ,completed
ORD00862,CUST0081,Tablet,1,1192.29,07/05/2025,South,Pending
ORD00532,CUST0133,Keyboard,5,401.65,10/03/2025,north,Cancelled
ORD00408,CUST0056,Tablet,1,511.06,03-12-2025,East,Cancelled
ORD00200,CUST0283,Keyboard,2,654.6,2025-08-22, East ,Completed
ORD00474,CUST0061,Laptop,,1083.23,01-17-2025,north,Completed
ORD01200,CUST0195,Headphones,,263.8,02-05-2025,West,Completed
ORD01009,CUST0177,Keyboard,3,1125.61,08-27-2025,West,
ORD01745,CUST0137,Keyboard,2,1145.54,2025-02-20,north,completed
ORD01597,CUST0214,Keyboard,3 ,1278.37,02-19-2025,East,PENDING
ORD00217,CUST0173,Tablet,,848.76,2025-05-02,East,Cancelled
ORD00254,CUST0267,Monitor,4,457.75,01-16-2025,north,
ORD00153,CUST0087,Mouse,5,953.5,05-16-2025,South,Cancelled
ORD01308,CUST0043,Keyboard,1,894.39,04-05-2025,SOUTH,completed
ORD00962,CUST0201,Charger,2,1423.55,01-17-2025,West,Pending
ORD01765,CUST0121,Headphones,,496.65,03/03/2025,South,
ORD01294,CUST0077,Laptop,1,917.47,26/07/2025,north,
ORD01479,CUST0225,Charger,2,316.39,04-08-2025, East ,Completed
ORD01006,CUST0083,Laptop,1,1158.75,06-14-2025,West,completed
ORD01227,CUST0064,Laptop,4 ,465.67,21/04/2025,SOUTH,Completed
ORD01965,CUST0055,Keyboard,2,1256.14,2025-02-02,north,Pending
ORD01269,CUST0060,Tablet,1,1346.75,20/08/2025,East,Pending
ORD00531,CUST0266,Tablet,3,1036.92,01-04-2025,South,completed
ORD01171,CUST0265,Keyboard,4,354.14,2025-07-01,north,Completed
ORD01466,CUST0185,Tablet,,1328.03,17/02/2025,West,Pending
ORD00241,CUST0112,Monitor,,1134.56,2025-08-12,north,completed
ORD01153,CUST0091,Mouse,2,113.2,2025-04-14,East,
ORD01091,CUST0142,Monitor,5 ,582.23,2025-08-16,South,
ORD00188,CUST0152,Headphones,4 ,907.91,2025-04-20,SOUTH,completed
